day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;51100;SQUID_INK;1950;32;;;;;1953;29;;;;;1951.5;-709.0703125
0;51200;SQUID_INK;1950;30;;;;;1953;30;;;;;1951.5;-710.796875
0;51200;KELP;2029;30;;;;;2032;30;;;;;2030.5;312.796875
0;51200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;897.0
0;51300;RAINFOREST_RESIN;9996;2;9995;23;;;9998;5;10002;5;10004;2;9997.0;897.0
0;51300;SQUID_INK;1948;25;;;;;1951;25;;;;;1949.5;-754.953125
0;51300;KELP;2029;25;;;;;2032;25;;;;;2030.5;311.83203125
0;51400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;907.0
0;51400;SQUID_INK;1949;23;;;;;1951;5;1952;23;;;1950.0;-729.40625
0;51400;KELP;2029;23;;;;;2031;5;2032;1;2033;22;2030.0;316.02734375
0;51500;KELP;2029;21;;;;;2032;21;;;;;2030.5;316.03125
0;51500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;907.0
0;51500;SQUID_INK;1948;21;;;;;1951;21;;;;;1949.5;-749.13671875
0;51600;SQUID_INK;1951;3;1949;23;;;1952;23;;;;;1951.5;-727.23828125
0;51600;KELP;2031;3;2029;23;;;2032;23;;;;;2031.5;310.34765625
0;51600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;5;10004;2;10005;21;9999.0;915.0
0;51700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;915.0
0;51700;SQUID_INK;1949;32;;;;;1952;32;;;;;1950.5;-725.900390625
0;51700;KELP;2029;32;;;;;2032;32;;;;;2030.5;313.1171875
0;51800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;915.0
0;51800;SQUID_INK;1949;25;;;;;1952;25;;;;;1950.5;-728.283203125
0;51800;KELP;2029;25;;;;;2032;25;;;;;2030.5;314.69140625
0;51900;KELP;2029;28;;;;;2032;28;;;;;2030.5;313.8359375
0;51900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;915.0
0;51900;SQUID_INK;1950;28;;;;;1954;28;;;;;1952.0;-702.517578125
0;52000;SQUID_INK;1951;5;1950;21;;;1952;5;1954;21;;;1951.5;-700.615234375
0;52000;KELP;2029;26;;;;;2030;5;2032;21;;;2029.5;311.1171875
0;52000;RAINFOREST_RESIN;9998;2;9995;21;;;10000;5;10005;21;;;9999.0;915.0
0;52100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;915.0
0;52100;SQUID_INK;1947;28;;;;;1950;28;;;;;1948.5;-755.58203125
0;52100;KELP;2029;28;;;;;2032;28;;;;;2030.5;322.23046875
0;52200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;915.0
0;52200;SQUID_INK;1948;22;;;;;1951;23;;;;;1949.5;-746.4140625
0;52200;KELP;2029;22;;;;;2032;23;;;;;2030.5;319.328125
0;52300;KELP;2029;30;;;;;2032;30;;;;;2030.5;321.25
0;52300;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;915.0
0;52300;SQUID_INK;1946;30;;;;;1950;30;;;;;1948.0;-764.6171875
0;52400;SQUID_INK;1950;21;;;;;1951;3;1953;21;;;1950.5;-705.41015625
0;52400;KELP;2029;22;;;;;2030;4;2032;21;;;2029.5;322.3359375
0;52400;RAINFOREST_RESIN;10002;3;9996;1;9995;20;10004;1;10005;20;;;10003.0;915.0
0;52500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;921.0
0;52500;SQUID_INK;1947;27;;;;;1950;27;;;;;1948.5;-753.86328125
0;52500;KELP;2029;27;;;;;2033;27;;;;;2031.0;336.11328125
0;52600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;921.0
0;52600;SQUID_INK;1948;33;;;;;1949;2;1951;31;;;1948.5;-739.5703125
0;52600;KELP;2029;31;;;;;2033;31;;;;;2031.0;333.83203125
0;52700;KELP;2032;1;2029;25;;;2033;25;;;;;2032.5;334.4375
0;52700;RAINFOREST_RESIN;9996;1;9995;24;;;10002;9;10004;1;10005;24;9999.0;957.0
0;52700;SQUID_INK;1950;1;1947;25;;;1951;25;;;;;1950.5;-748.7421875
0;52800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;957.0
0;52800;SQUID_INK;1950;1;1948;28;;;1952;28;;;;;1951.0;-732.7421875
0;52800;KELP;2032;1;2029;28;;;2033;28;;;;;2032.5;333.6328125
0;52900;SQUID_INK;1948;27;;;;;1951;27;;;;;1949.5;-742.865234375
0;52900;KELP;2029;27;;;;;2033;27;;;;;2031.0;336.74609375
0;52900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;3;10004;1;10005;26;9999.0;957.0
0;53000;SQUID_INK;1948;1;1947;29;;;1951;30;;;;;1949.5;-746.083984375
0;53000;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;957.0
0;53000;KELP;2029;30;;;;;2033;30;;;;;2031.0;336.42578125
0;53100;SQUID_INK;1948;23;;;;;1951;23;;;;;1949.5;-737.810546875
0;53100;KELP;2029;23;;;;;2033;23;;;;;2031.0;332.390625
0;53100;RAINFOREST_RESIN;9996;2;9995;21;;;9998;5;10004;2;10005;21;9997.0;957.0
0;53200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;967.0
0;53200;KELP;2032;1;2029;23;;;2033;23;;;;;2032.5;335.2578125
0;53200;SQUID_INK;1951;1;1949;23;;;1952;23;;;;;1951.5;-721.541015625
0;53300;SQUID_INK;1950;20;;;;;1953;20;;;;;1951.5;-709.3046875
0;53300;KELP;2029;20;;;;;2033;20;;;;;2031.0;340.671875
0;53300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;967.0
0;53400;SQUID_INK;1951;39;;;;;1954;32;;;;;1952.5;-684.57421875
0;53400;RAINFOREST_RESIN;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;967.0
0;53400;KELP;2030;9;2029;30;;;2033;32;;;;;2031.5;350.75
0;53500;SQUID_INK;1950;25;;;;;1952;2;1953;25;;;1951.0;-700.51171875
0;53500;KELP;2029;25;;;;;2031;2;2033;25;;;2030.0;342.7734375
0;53500;RAINFOREST_RESIN;9995;25;;;;;10002;7;10005;25;;;9998.5;969.0
0;53600;RAINFOREST_RESIN;9998;2;9996;1;9995;22;10004;1;10005;22;;;10001.0;969.0
0;53600;KELP;2029;23;;;;;2032;1;2033;22;;;2030.5;336.3671875
0;53600;SQUID_INK;1950;23;;;;;1953;23;;;;;1951.5;-703.58203125
0;53700;SQUID_INK;1951;1;1950;23;;;1954;23;;;;;1952.5;-695.08203125
0;53700;KELP;2030;1;2029;23;;;2033;23;;;;;2031.5;337.484375
0;53700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;969.0
0;53800;SQUID_INK;1950;29;;;;;1953;29;;;;;1951.5;-700.00390625
0;53800;RAINFOREST_RESIN;9998;8;9995;29;;;10005;29;;;;;10001.5;969.0
0;53800;KELP;2029;29;;;;;2032;29;;;;;2030.5;334.359375
0;53900;SQUID_INK;1950;1;1949;25;;;1951;4;1953;26;;;1950.5;-713.71875
0;53900;KELP;2029;26;;;;;2030;4;2032;1;2033;25;2029.5;336.5078125
0;53900;RAINFOREST_RESIN;9996;1;9995;25;;;10000;4;10002;8;10004;1;9998.0;969.0
0;54000;RAINFOREST_RESIN;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;969.0
0;54000;KELP;2029;29;;;;;2032;22;;;;;2030.5;322.5859375
0;54000;SQUID_INK;1951;7;1950;22;;;1954;22;;;;;1952.5;-690.18359375
0;54100;SQUID_INK;1951;4;1950;22;;;1953;1;1954;21;;;1952.0;-693.27734375
0;54100;KELP;2029;4;2028;22;;;2032;22;;;;;2030.5;310.984375
0;54100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;969.0
0;54200;SQUID_INK;1951;20;;;;;1954;21;;;;;1952.5;-668.20703125
0;54200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;975.0
0;54200;KELP;2028;20;;;;;2032;21;;;;;2030.0;306.7890625
0;54300;SQUID_INK;1952;28;;;;;1955;28;;;;;1953.5;-650.6484375
0;54300;KELP;2028;28;;;;;2032;28;;;;;2030.0;310.1484375
0;54300;RAINFOREST_RESIN;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;975.0
0;54400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;983.0
0;54400;KELP;2028;22;;;;;2032;22;;;;;2030.0;313.734375
0;54400;SQUID_INK;1951;22;;;;;1954;22;;;;;1952.5;-678.75
0;54500;SQUID_INK;1950;29;;;;;1953;2;1954;27;;;1951.5;-692.51953125
0;54500;KELP;2028;29;;;;;2032;29;;;;;2030.0;315.7109375
0;54500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;983.0
0;54600;SQUID_INK;1950;30;;;;;1954;30;;;;;1952.0;-689.93359375
0;54600;RAINFOREST_RESIN;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;983.0
0;54600;KELP;2029;1;2028;29;;;2032;30;;;;;2030.5;321.4765625
0;54700;SQUID_INK;1949;23;;;;;1952;23;;;;;1950.5;-727.84765625
0;54700;KELP;2029;23;;;;;2032;23;;;;;2030.5;322.015625
0;54700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;987.0
0;54800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1008.0
0;54800;KELP;2029;32;;;;;2032;25;;;;;2030.5;327.8125
0;54800;SQUID_INK;1948;32;;;;;1951;25;;;;;1949.5;-760.08984375
0;54900;SQUID_INK;1948;24;;;;;1950;1;1951;24;;;1949.0;-757.25
0;54900;KELP;2029;24;;;;;2031;1;2032;24;;;2030.0;331.2109375
0;54900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1008.0
0;55000;SQUID_INK;1948;22;;;;;1950;7;1952;22;;;1949.0;-744.25
0;55000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1008.0
0;55000;KELP;2029;22;;;;;2031;7;2032;22;;;2030.0;337.3828125
0;55100;SQUID_INK;1950;26;;;;;1953;26;;;;;1951.5;-712.15234375
0;55100;KELP;2029;26;;;;;2032;26;;;;;2030.5;338.078125
0;55100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1008.0
0;55200;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;1008.0
0;55200;KELP;2029;25;;;;;2032;26;;;;;2030.5;342.6171875
0;55200;SQUID_INK;1949;25;;;;;1952;26;;;;;1950.5;-733.3671875
0;55300;KELP;2029;22;;;;;2031;3;2032;22;;;2030.0;334.1875
0;55300;SQUID_INK;1948;22;;;;;1950;3;1952;22;;;1949.0;-746.265625
0;55300;RAINFOREST_RESIN;9995;22;;;;;10002;5;10005;22;;;9998.5;1008.0
0;55400;KELP;2029;33;;;;;2032;28;;;;;2030.5;332.671875
0;55400;SQUID_INK;1949;33;;;;;1952;28;;;;;1950.5;-725.73046875
0;55400;RAINFOREST_RESIN;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;1014.0
0;55500;SQUID_INK;1951;24;;;;;1953;2;1954;24;;;1952.0;-678.90234375
0;55500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1020.0
0;55500;KELP;2029;24;;;;;2031;2;2032;24;;;2030.0;336.359375
0;55600;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;1020.0
0;55600;KELP;2029;23;;;;;2032;23;;;;;2030.5;338.3125
0;55600;SQUID_INK;1950;23;;;;;1953;23;;;;;1951.5;-703.3984375
0;55700;KELP;2029;22;;;;;2032;22;;;;;2030.5;342.140625
0;55700;SQUID_INK;1949;22;;;;;1952;1;1953;21;;;1950.5;-720.2578125
0;55700;RAINFOREST_RESIN;9996;1;9995;21;;;10002;7;10004;1;10005;21;9999.0;1020.0
0;55800;KELP;2030;8;2029;26;;;2032;1;2033;25;;;2031.0;347.140625
0;55800;SQUID_INK;1951;34;;;;;1954;26;;;;;1952.5;-681.21875
0;55800;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1020.0
0;55900;SQUID_INK;1952;4;1951;20;;;1954;20;;;;;1953.0;-676.98046875
0;55900;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1020.0
0;55900;KELP;2030;4;2029;20;;;2033;20;;;;;2031.5;345.2421875
0;56000;RAINFOREST_RESIN;10000;2;9996;1;9995;24;10002;6;10004;1;10005;24;10001.0;1020.0
0;56000;KELP;2030;2;2029;25;;;2031;7;2032;25;;;2030.5;335.3359375
0;56000;SQUID_INK;1950;2;1949;25;;;1951;7;1952;25;;;1950.5;-724.23828125
0;56100;KELP;2029;28;;;;;2032;28;;;;;2030.5;330.0
0;56100;SQUID_INK;1949;28;;;;;1952;28;;;;;1950.5;-720.85546875
0;56100;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10002;3;10004;1;9997.0;1020.0
0;56200;KELP;2029;31;;;;;2030;4;2032;31;;;2029.5;334.1796875
0;56200;SQUID_INK;1948;31;;;;;1949;4;1951;1;1952;30;1948.5;-738.03125
0;56200;RAINFOREST_RESIN;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;1022.0
0;56300;SQUID_INK;1947;28;;;;;1951;28;;;;;1949.0;-762.1640625
0;56300;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1022.0
0;56300;KELP;2029;28;;;;;2032;28;;;;;2030.5;338.390625
0;56400;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1022.0
0;56400;KELP;2029;29;;;;;2032;29;;;;;2030.5;334.6875
0;56400;SQUID_INK;1944;29;;;;;1947;2;1948;27;;;1945.5;-839.86328125
0;56500;KELP;2029;21;;;;;2032;21;;;;;2030.5;336.875
0;56500;SQUID_INK;1945;21;;;;;1948;21;;;;;1946.5;-825.8671875
0;56500;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;1022.0
0;56600;KELP;2029;30;;;;;2031;3;2032;30;;;2030.0;343.578125
0;56600;SQUID_INK;1946;30;;;;;1948;3;1949;30;;;1947.0;-798.375
0;56600;RAINFOREST_RESIN;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;1022.0
0;56700;SQUID_INK;1946;27;;;;;1947;2;1950;27;;;1946.5;-782.8984375
0;56700;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;1022.0
0;56700;KELP;2029;29;;;;;2030;4;2032;27;;;2029.5;342.75
0;56800;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1022.0
0;56800;KELP;2029;31;;;;;2032;23;;;;;2030.5;344.1328125
0;56800;SQUID_INK;1946;31;;;;;1949;23;;;;;1947.5;-798.9921875
0;56900;KELP;2029;21;;;;;2032;21;;;;;2030.5;340.0078125
0;56900;SQUID_INK;1946;21;;;;;1949;21;;;;;1947.5;-800.1015625
0;56900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1022.0
0;57000;KELP;2029;22;;;;;2032;22;;;;;2030.5;333.59375
0;57000;SQUID_INK;1946;22;;;;;1950;22;;;;;1948.0;-783.47265625
0;57000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;1022.0
0;57100;RAINFOREST_RESIN;9998;6;9995;24;;;10005;24;;;;;10001.5;1022.0
0;57100;SQUID_INK;1949;1;1946;24;;;1950;24;;;;;1949.5;-781.12109375
0;57100;KELP;2031;1;2029;24;;;2032;24;;;;;2031.5;333.125
0;57200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;1022.0
0;57200;KELP;2029;26;;;;;2032;26;;;;;2030.5;341.0859375
0;57200;SQUID_INK;1946;26;;;;;1949;1;1950;25;;;1947.5;-784.828125
0;57300;KELP;2029;31;;;;;2031;1;2032;31;;;2030.0;349.71875
0;57300;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1022.0
0;57300;SQUID_INK;1943;31;;;;;1945;1;1946;31;;;1944.0;-876.48046875
0;57400;KELP;2029;28;;;;;2033;28;;;;;2031.0;360.1015625
0;57400;SQUID_INK;1942;1;1941;27;;;1945;28;;;;;1943.5;-913.86328125
0;57400;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1022.0
0;57500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1022.0
0;57500;SQUID_INK;1944;23;;;;;1947;21;;;;;1945.5;-845.8515625
0;57500;KELP;2030;2;2029;21;;;2033;21;;;;;2031.5;359.171875
0;57600;RAINFOREST_RESIN;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;1022.0
0;57600;SQUID_INK;1948;5;1947;22;;;1951;22;;;;;1949.5;-754.953125
0;57600;KELP;2030;5;2029;22;;;2032;2;2033;20;;;2031.0;354.734375
0;57700;KELP;2029;22;;;;;2033;22;;;;;2031.0;364.2578125
0;57700;RAINFOREST_RESIN;9998;2;9996;1;9995;21;10004;1;10005;21;;;10001.0;1022.0
0;57700;SQUID_INK;1948;22;;;;;1951;22;;;;;1949.5;-754.41796875
0;57800;SQUID_INK;1947;35;;;;;1950;28;;;;;1948.5;-766.05078125
0;57800;KELP;2030;35;;;;;2033;28;;;;;2031.5;371.890625
0;57800;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;1022.0
0;57900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1022.0
0;57900;SQUID_INK;1946;28;;;;;1947;5;1949;28;;;1946.5;-788.67578125
0;57900;KELP;2030;23;;;;;2033;28;;;;;2031.5;377.3359375
0;58000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1022.0
0;58000;SQUID_INK;1947;28;;;;;1950;28;;;;;1948.5;-768.70703125
0;58000;KELP;2030;28;;;;;2033;28;;;;;2031.5;378.2421875
0;58100;KELP;2030;20;;;;;2033;20;;;;;2031.5;387.390625
0;58100;RAINFOREST_RESIN;9998;7;9995;20;;;10005;20;;;;;10001.5;1022.0
0;58100;SQUID_INK;1945;20;;;;;1949;20;;;;;1947.0;-774.0546875
0;58200;SQUID_INK;1947;29;;;;;1950;29;;;;;1948.5;-754.404296875
0;58200;KELP;2030;29;;;;;2033;29;;;;;2031.5;393.41015625
0;58200;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1050.0
0;58300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1050.0
0;58300;SQUID_INK;1947;30;;;;;1950;30;;;;;1948.5;-758.375
0;58300;KELP;2030;2;2029;28;;;2033;30;;;;;2031.5;379.04296875
0;58400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1050.0
0;58400;SQUID_INK;1947;25;;;;;1950;25;;;;;1948.5;-758.63671875
0;58400;KELP;2029;25;;;;;2032;25;;;;;2030.5;366.00390625
0;58500;KELP;2029;22;;;;;2031;2;2032;2;2033;20;2030.0;368.15625
0;58500;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;1050.0
0;58500;SQUID_INK;1945;22;;;;;1947;2;1948;22;;;1946.0;-779.51953125
0;58600;SQUID_INK;1945;23;;;;;1948;23;;;;;1946.5;-783.171875
0;58600;KELP;2029;23;;;;;2032;1;2033;22;;;2030.5;369.734375
0;58600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1050.0
0;58700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10000;4;10004;1;9997.0;1052.0
0;58700;SQUID_INK;1945;30;;;;;1946;4;1948;30;;;1945.5;-780.37109375
0;58700;KELP;2029;30;;;;;2030;4;2032;1;2033;29;2029.5;369.65234375
0;58800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1054.0
0;58800;SQUID_INK;1943;31;;;;;1945;5;1946;31;;;1944.0;-813.0859375
0;58800;KELP;2029;31;;;;;2031;5;2032;1;2033;30;2030.0;371.5546875
0;58900;KELP;2031;1;2029;25;;;2032;25;;;;;2031.5;369.125
0;58900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1060.0
0;58900;SQUID_INK;1943;1;1941;25;;;1944;25;;;;;1943.5;-854.99609375
0;59000;SQUID_INK;1943;24;;;;;1946;24;;;;;1944.5;-823.20703125
0;59000;KELP;2029;24;;;;;2032;24;;;;;2030.5;364.79296875
0;59000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1066.0
0;59100;RAINFOREST_RESIN;9998;7;9996;1;9995;20;10004;1;10005;20;;;10001.0;1066.0
0;59100;SQUID_INK;1943;21;;;;;1946;21;;;;;1944.5;-824.330078125
0;59100;KELP;2029;21;;;;;2032;21;;;;;2030.5;361.51171875
0;59200;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;1066.0
0;59200;SQUID_INK;1947;10;1945;33;;;1948;25;;;;;1947.5;-787.5078125
0;59200;KELP;2031;10;2029;33;;;2032;25;;;;;2031.5;366.359375
0;59300;KELP;2029;22;;;;;2032;22;;;;;2030.5;370.546875
0;59300;RAINFOREST_RESIN;9998;5;9995;22;;;10005;22;;;;;10001.5;1068.0
0;59300;SQUID_INK;1945;22;;;;;1948;22;;;;;1946.5;-783.189453125
0;59400;SQUID_INK;1947;23;;;;;1951;23;;;;;1949.0;-771.45703125
0;59400;KELP;2029;23;;;;;2032;23;;;;;2030.5;372.5703125
0;59400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;1068.0
0;59500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1106.0
0;59500;SQUID_INK;1947;24;;;;;1950;24;;;;;1948.5;-773.7666015625
0;59500;KELP;2029;24;;;;;2032;24;;;;;2030.5;372.13671875
0;59600;RAINFOREST_RESIN;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;1106.0
0;59600;SQUID_INK;1947;25;;;;;1951;25;;;;;1949.0;-771.650390625
0;59600;KELP;2029;25;;;;;2032;25;;;;;2030.5;371.234375
0;59700;KELP;2031;1;2029;26;;;2032;26;;;;;2031.5;373.04296875
0;59700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1108.0
0;59700;SQUID_INK;1951;1;1949;26;;;1952;26;;;;;1951.5;-765.2265625
0;59800;SQUID_INK;1949;24;;;;;1952;24;;;;;1950.5;-763.927734375
0;59800;KELP;2029;24;;;;;2032;2;2033;22;;;2030.5;381.39453125
0;59800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;1108.0
0;59900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1108.0
0;59900;SQUID_INK;1946;25;;;;;1948;4;1949;25;;;1947.0;-789.27734375
0;59900;KELP;2029;25;;;;;2031;4;2032;25;;;2030.0;374.19921875
0;60000;RAINFOREST_RESIN;9996;1;9995;25;;;9998;3;10002;10;10004;1;9997.0;1114.0
0;60000;SQUID_INK;1947;31;;;;;1950;26;;;;;1948.5;-779.4375
0;60000;KELP;2029;31;;;;;2032;26;;;;;2030.5;368.6796875
0;60100;KELP;2029;28;;;;;2032;28;;;;;2030.5;370.09765625
0;60100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1120.0
0;60100;SQUID_INK;1945;28;;;;;1948;28;;;;;1946.5;-798.296875
0;60200;SQUID_INK;1944;1;1943;25;;;1947;26;;;;;1945.5;-818.58984375
0;60200;KELP;2029;26;;;;;2032;26;;;;;2030.5;370.390625
0;60200;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1120.0
0;60300;RAINFOREST_RESIN;9998;3;9996;1;9995;23;10004;1;10005;23;;;10001.0;1120.0
0;60300;SQUID_INK;1946;24;;;;;1949;24;;;;;1947.5;-793.61328125
0;60300;KELP;2029;24;;;;;2032;24;;;;;2030.5;369.5078125
0;60400;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;1120.0
0;60400;SQUID_INK;1945;24;;;;;1948;24;;;;;1946.5;-805.671875
0;60400;KELP;2029;24;;;;;2032;24;;;;;2030.5;370.40625
0;60500;KELP;2029;25;;;;;2030;2;2032;25;;;2029.5;371.8984375
0;60500;RAINFOREST_RESIN;9995;25;;;;;10000;2;10005;25;;;9997.5;1143.0
0;60500;SQUID_INK;1944;25;;;;;1946;2;1948;25;;;1945.0;-807.5859375
0;60600;SQUID_INK;1944;21;;;;;1947;22;;;;;1945.5;-811.251953125
0;60600;KELP;2029;21;;;;;2032;22;;;;;2030.5;372.55078125
0;60600;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1143.0
0;60700;RAINFOREST_RESIN;9998;10;9995;24;;;10005;24;;;;;10001.5;1176.0
0;60700;SQUID_INK;1946;9;1944;24;;;1947;24;;;;;1946.5;-816.732421875
0;60700;KELP;2031;9;2029;24;;;2032;24;;;;;2031.5;372.5234375
0;60800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1176.0
0;60800;SQUID_INK;1947;1;1945;28;;;1948;28;;;;;1947.5;-806.94580078125
0;60800;KELP;2031;1;2029;28;;;2032;28;;;;;2031.5;374.8515625
0;60900;KELP;2031;1;2029;29;;;2032;29;;;;;2031.5;375.08203125
0;60900;RAINFOREST_RESIN;9998;10;9995;29;;;10005;29;;;;;10001.5;1176.0
0;60900;SQUID_INK;1946;1;1943;29;;;1947;29;;;;;1946.5;-808.74169921875
0;61000;SQUID_INK;1944;26;;;;;1947;26;;;;;1945.5;-807.2911376953125
0;61000;KELP;2029;26;;;;;2032;26;;;;;2030.5;374.3359375
0;61000;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1176.0
0;61100;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1178.0
0;61100;SQUID_INK;1944;31;;;;;1947;31;;;;;1945.5;-807.572265625
0;61100;KELP;2029;31;;;;;2032;31;;;;;2030.5;375.3828125
0;61200;RAINFOREST_RESIN;9998;1;9995;22;;;10005;22;;;;;10001.5;1178.0
0;61200;SQUID_INK;1944;24;;;;;1947;22;;;;;1945.5;-807.82080078125
0;61200;KELP;2029;24;;;;;2032;22;;;;;2030.5;376.0390625
0;61300;KELP;2028;27;;;;;2032;27;;;;;2030.0;370.90234375
0;61300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1178.0
0;61300;SQUID_INK;1943;27;;;;;1946;27;;;;;1944.5;-808.2347412109375
0;61400;SQUID_INK;1945;28;;;;;1949;28;;;;;1947.0;-806.0299072265625
0;61400;KELP;2028;28;;;;;2032;28;;;;;2030.0;364.796875
